museum,collection,GUID,sciname,locuncertain,country,state,locality,date,lat,lon,alt,ssp,age,sex,toel1,toea1,toeb1,toel2,toea2,toeb2,toel3,toea3,toeb3,toel4,toea4,toeb4,toel5,toea5,toeb5,toel6,toea6,toeb6,toem1,toem2,toem3,toem4,toem5,toem6,rlightl1,rlighta1,rlightb1,rlightl2,rlighta2,rlightb2,rlightl3,rlighta3,rlightb3,rlightl4,rlighta4,rlightb4,rlightl5,rlighta5,rlightb5,rlightl6,rlighta6,rlightb6,rlightm1,rlightm2,rlightm3,rlightm4,rlightm5,rlightm6,rdarkl1,rdarka1,rdarkb1,rdarkl2,rdarka2,rdarkb2,rdarkl3,rdarka3,rdarkb3,rdarkl4,rdarka4,rdarkb4,rdarkl5,rdarka5,rdarkb5,rdarkl6,rdarka6,rdarkb6,rdarkm1,rdarkm2,rdarkm3,rdarkm4,rdarkm5,rdarkm6,backl1,backa1,backb1,backl2,backa2,backb2,backl3,backa3,backb3,backl4,backa4,backb4,backl5,backa5,backb5,backl6,backa6,backb6,backm1,backm2,backm3,backm4,backm5,backm6
MSB,Bird,35949,Bubo virginianus,100,Peru,Lima,San Pedro de Casta-Colegio,3/3/2011,-11.7603,-76.59756667,3178.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,35837,Bubo virginianus,300,Peru,Lima,San Pedro,8/27/2010,-11.75993333,-76.59746667,3177.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,36086,Bubo virginianus,150,Peru,Ancash,Huaylas,5/30/2011,-8.83621,-77.9258,3336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29148,Bubo virginianus,3218.688,United States,Texas,"Kingsville, 20 miles South",12/29/2009,27.237948,-97.804256,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4396,Bubo virginianus pallescens,600,United States,New Mexico,Cloverdale; Pendleton Ranch,5/4/1962,31.4156258,-108.9299583,1603.7,pal,adult,F,66.39,3.5,25.9,72.82,0.96,25.66,58.32,2.62,24.82,59.46,2.49,25.84,64.37,3.85,27.43,59.93,3.53,25.99,15.36,21.94,21.07,18.12,21.87,23.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,2.89,6.59,15.21,3.57,12.07,18.46,3.19,14.59,17.38,5.11,15.8,18.76,4.92,17.03,21.88,4.64,18.35,89.98,83.1,78.39,71.73,82.28,58.92
MSB,Bird,4397,Bubo virginianus pallescens,600,United States,New Mexico,Cloverdale; Pendleton Ranch,5/5/1962,31.4156258,-108.9299583,1603.7,pal,adult,F,52.69,1.54,24.99,57.21,5.74,25.88,57.45,6.25,36.15,55.5,5.7,22.08,64.99,2.8,27.41,51.5,0.38,25.69,23.74,18.81,22.08,25.54,29.21,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.22,0.98,10.65,18.34,5.73,15.93,10.71,1.96,8.67,17.15,1,10.94,9.28,2,7.93,9.48,3.27,8.93,74.82,85.67,89.02,80.95,87.16,93.35
MSB,Bird,9439,Bubo virginianus pinorum,4750.615511,United States,Arizona,"Patagonia, 3 mi. SW",12/23/1992,31.5087484,-110.7921462,1243.4,pin,adult,M,28.79,6.42,17,36.43,4.58,25.75,30.07,3.94,22.12,30.17,6,20.19,34.62,5.9,19.6,53.24,4.91,29.06,47.6,41.93,53.99,50.43,46.69,38.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.47,5.03,20.69,10.59,4.64,9.68,6.73,1.51,4.73,16.46,3.79,10.03,3.92,0.86,1.85,12.94,2.18,7.21,93.85,87.68,103.05,87.39,90.65,81.77
MSB,Bird,26577,Bubo virginianus,,United States,New Mexico,"21 1/4 mi S of Animas, State Highway 338",9/5/2007,31.64966667,-108.8481333,1492.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,5524,Bubo virginianus,36016,United States,New Mexico,Northern Animas Mountains,7/2/1980,31.7374519,-108.6959838,1632.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,45936,Bubo virginianus,10,United States,New Mexico,HWY 9 South of Animas,1/9/2015,31.770833,108.805556,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,9371,Bubo virginianus pinorum,21050,United States,New Mexico,Animas; 12 mi. S,10/15/1992,31.7767389,-108.814245,1436.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,14757,Bubo virginianus pallescens,2782.489582,United States,Arizona,Cochise Post Office,1/1/1964,31.9192512,-109.986181,1925.3,pal,adult,M,60.5,2.99,30.51,63.07,4.19,29.08,56.75,3.29,28.33,58.43,1.66,28.36,62.06,4.01,30.75,58.15,4.11,25.83,21.27,17.08,15.89,20.54,24.38,27.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.14,4,8.17,5.56,2.72,3.44,13.84,1.9,14.68,5.54,1.97,4.05,11.72,2.61,9.12,8.26,2.18,6.5,73.25,69.45,77.17,69.86,75.98,90.31
MSB,Bird,18746,Bubo virginianus pallescens,14560,United States,New Mexico,Animas; 8 mi W,6/24/1991,31.9475012,-108.9428329,1404.2,pal,adult,F,56.89,5.65,26.73,44.55,7.24,25.61,50.79,6.18,23.35,54.07,6.73,27.44,52.09,5.7,27.15,53.75,4.11,26.25,26.35,23.39,23.64,22.65,24.14,24.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.95,6.13,18.3,21.99,3.82,13.92,17.55,1.92,8.93,17.67,2.42,10.06,16.17,4.55,4.8,12.99,1.22,9.33,73.93,73.14,48.56,72.55,81.29,68.5
MSB,Bird,18801,Bubo virginianus pallescens,5614.486435,United States,Arizona,Benson; 2 mi. E,3/4/1995,31.9678611,-110.2945174,1092.8,pal,adult,M,65.7,2.41,22.28,49.42,2.94,18.32,71.13,2.72,23.91,67.81,2.85,26.89,67.8,2.23,27.69,56.59,0.64,23.54,23.18,7.8,22.76,14.61,19.25,14.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.53,2.69,8.44,17.38,2.03,13.27,17.62,2.57,9,12.21,3.43,8.31,16.69,4.05,13.38,21.04,4.9,10.76,73.47,67.48,82.55,75.98,62.21,62.9
MSB,Bird,17291,Bubo virginianus,9589.644009,United States,Arizona,Benson; ca 18 mi ENE  (The Thing exit),5/27/1976,32.0284027,-109.9964073,1404.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,6514,Bubo virginianus pallescens x Bubo virginianus pinorum,23837.36332,United States,Arizona,"Tucson; ""12 mi SE""",12/15/1989,32.0985986,-110.7816156,904.6,hyb,adult,F,66.37,5.5,22.67,66.22,4.33,27.69,70.22,4.26,23.93,54.99,5.4,20.21,67.81,2.85,26.89,63.89,4.82,23.98,14.69,22.39,14.84,21.53,20.57,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,4.21,12.79,16.29,3.94,14.47,11.61,2.91,7.07,19.86,4.08,7.42,13.11,5.23,5.4,17.25,4.04,8.04,91.26,89.04,90.14,104.8,76.48,75.09
MSB,Bird,4578,Bubo virginianus subarcticus,14053,United States,New Mexico,"Carlsbad Caverns; ""5 mi E on hwy 82""",1/12/1979,32.1075878,-104.4078827,1094.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,9701,Bubo virginianus pallescens,8873.079972,United States,Arizona,Willcox; 10 mi. SW,3/14/1993,32.1502322,-109.9527731,1293.5,pal,adult,M,71.54,3.59,29.13,74.73,3.05,25.27,68.02,1.93,25.97,60.51,3.63,29.66,55.33,3.86,28.24,60.51,3.63,29.66,11.69,9.4,7.9,20.41,27.64,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95,5.34,9.7,21.43,2.56,13.74,20.62,3.23,13.72,21.97,5.5,10.95,13.12,2.57,9.48,15.42,2.49,9.77,79.91,60.04,68.85,59.4,91.64,80.42
MSB,Bird,19209,Bubo virginianus pallescens,7474,United States,New Mexico,Jal; 5 mi NE,2/2/1994,32.1644919,-103.1367233,969,pal,adult,F,50.67,1.25,22.88,42.29,1.95,22.01,50.61,1.15,28.51,52.83,1.86,26.89,53.15,4.47,28.08,53.84,3.9,28.1,31.35,30.43,24.02,24.73,26.28,26.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,1.27,13.81,20.79,-0.07,14.53,9.77,2.83,7.4,18.14,-0.04,14.29,24.29,3.37,17.33,28.74,3.71,13.71,64.13,66.9,86.56,50.45,77.17,58.92
MSB,Bird,19971,Bubo virginianus pallescens,1550.469332,United States,Arizona,Tucson; Univ. of Arizona campus,1/27/1997,32.2311871,-110.9525911,741.4,pal,adult,F,43.41,7.98,24.6,49.31,5.46,24.97,49.14,4.94,29.68,37.42,3.58,23.68,36.77,2.76,20.53,47.16,7.34,23.97,30.68,29.62,24.66,26.2,27.03,29.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.18,1.94,8.87,14.05,2.53,9.6,11.33,3.33,9.03,13.21,4.08,8.54,12.53,2.05,8.24,15.47,2.35,10.87,83.66,86.86,88.39,75.98,84.23,77.65
MSB,Bird,23396,Bubo virginianus pallescens,1400,United States,New Mexico,"Guadalupe Mts., Dark Canyon",3/11/2003,32.29179,-104.34467,1048.5,pal,adult,M,59.6,2.8,27.68,73.2,3.41,22.6,76.2,2.2,27.9,59.86,1.35,22.25,60.32,2.39,22.41,61.42,2.37,22.55,16.48,9.04,16.01,15.6,15.13,13.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4616,Bubo virginianus pinorum x Bubo virginianus pallescens,10772,United States,New Mexico,"WIPP site; ""T22S, R31E, corner secs 29-32""",9/25/1979,32.3440016,-103.8386536,1006.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,21268,Bubo virginianus pallescens,16093,United States,New Mexico,Oro Grande,3/7/1999,32.3712082,-106.0844345,1276.7,pal,adult,M,61.94,4.33,28.08,56.76,2.87,22.87,61.34,3.61,25.28,63.85,5.33,28.38,60.78,5.21,25.36,54.74,4.42,23.66,19.38,21.47,19.7,17.88,16.48,21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.29,3.09,10.08,19.64,3.53,11.49,27.04,3.55,20.81,18.66,1.35,13.34,22.38,3.93,12.92,23.2,4.8,11.05,59.56,76.69,54.84,65.77,66.9,58.6
MSB,Bird,21653,Bubo virginianus pallescens,712,United States,New Mexico,"Las Cruces; Shalem Colony Bridge, N of Las Cruces",8/25/1999,32.3763008,-106.8550443,1195.5,pal,adult,F,78.75,1.64,11.22,81.73,4.21,20.71,85.39,2.17,17.93,75.36,4.84,27.2,75.75,5.6,21.54,81.84,1.36,16.47,5.61,4.47,11.68,10.28,5.78,6.07,48.57,3.59,21.93,30.96,3.1,5.32,59.59,3.99,14.71,37.49,3.67,17.76,35.73,2.67,16.48,56.24,0.09,8.67,29.03,33.9,29.38,37.36,36.85,26.55,3.65,,2.27,3.92,0.86,1.85,3.356,1.24,1.62,8.15,3.37,3.98,3.39,1.15,2.16,3.97,1.36,1.91,120.85,112.35,120.27,97.39,119.69,102.47,13.21,4.08,8.54,19.69,3.39,12.55,14.45,2.66,8.57,8.05,0.92,5.48,14.84,1.98,8.56,28.89,0.86,16.36,80.13,63.84,92.54,88.46,67.81,50.25
MSB,Bird,45709,Bubo virginianus,0,United States,Arizona,"Oro Valley, Linda Vista Rd.",6/19/2013,32.37978333,-110.9841,786.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,23397,Bubo virginianus pallescens,5661,United States,New Mexico,"Potash Mines Pump Area, E of Carlsbad",2/12/2003,32.4206715,-104.201924,956.8,pal,adult,M,78.53,2.67,20.87,72.57,4.12,17.64,73.58,2.57,14.4,74.13,3.32,16.18,74.03,4.19,13.84,78,3.75,16.87,9.28,8.43,14.17,9.46,9.55,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.25,1.79,9.74,31.47,6.04,14.3,23,2.91,10.84,27.32,3.4,11.49,28.05,3.66,9.66,17.28,2.3,11.08,43.13,76.39,57.12,87.09,63.68,63.06
MSB,Bird,22174,Bubo virginianus pallescens,10088,United States,New Mexico,Carlsbad area,5/20/2000,32.4206715,-104.2288399,945.3,pal,adult,M,64.95,3.53,25.73,68.33,5.01,26.29,69.8,5.49,26.53,70.71,4.55,25.71,70.49,4.23,28.2,62.6,2.76,23.61,11.39,10.83,10.92,14.37,13.18,10.92,36.66,1.17,14.54,34.37,3.08,13.44,42.89,3.52,23.18,32.35,3.86,12.27,43.51,1.39,17.37,42.81,3.75,21.27,26.35,31.06,36.93,36.76,36.51,32.26,3.97,,1.91,4.29,0.79,2.62,3.35,1.24,1.62,4.68,0.71,3.44,4.69,1.36,2.88,6.29,0.69,5.1,105.24,112.35,98.43,106.91,119.12,104.03,18.02,6.31,17.1,13.37,3.66,11.72,8.83,3.74,6.11,9.15,1.45,6.98,18.09,6.38,10.51,24.13,4.07,7.11,60.06,45.24,98.08,92.54,62.29,91.64
MSB,Bird,25636,Bubo virginianus,32187,United States,New Mexico,Carlsbad,12/20/2006,32.4206734,-104.2288361,945.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,25536,Bubo virginianus,32187,United States,New Mexico,Carlsbad,10/2/2005,32.4206734,-104.2288361,945.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,14139,Bubo virginianus pallescens,32187,United States,New Mexico,Carlsbad,3/9/1993,32.4206734,-104.2288361,945.3,pal,adult,F,57.11,5.76,30.43,50.49,6.46,30.88,48.66,6.16,19.43,47.8,6.18,23.94,50.14,4.56,27.8,51.66,7.26,23.55,25.83,17.81,25.46,27.11,22.28,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.17,1.12,9.73,19.25,4.78,18.2,14.46,3.48,7.57,17.49,4.27,11.29,17.33,2.03,13.27,19.88,4.56,13.76,85.09,55.13,68.65,66.71,66.71,61.2
MSB,Bird,20765,Bubo virginianus,5063,United States,New Mexico,Hill; = 10 mi NW of Las Cruces,6/15/1998,32.4273129,-106.8536186,1201.3,oth,immature,M,46.56,5.78,22.82,50.52,4.55,27.84,52.52,6.24,27.24,54.29,5.73,26.46,54.09,3.93,32.85,45.13,4.83,26.42,25.9,30.76,31.71,24.8,25.76,25.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94,3.1,16.17,16.26,3.15,15.52,14.83,2.54,15.11,26.69,8.73,20.15,27.65,5.4,21,21.01,2.22,24.05,61.41,56.92,77.24,65.38,53.89,63.85
MSB,Bird,9081,Bubo virginianus,3219,United States,New Mexico,Eunice,5/13/1992,32.4373436,-103.1590729,1051.2,oth,chick,M,52.61,4.62,31.84,48.02,4.22,31.51,47.92,3.77,30.47,49.94,4.81,30.7,49.05,3.08,31.48,47.24,3.59,32.42,26.67,28.69,33.19,30.21,29.99,34.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.97,4.31,15.94,15.47,3.75,16.4,13.11,1.75,10.47,22.84,6,17.43,21.52,2.31,15.9,30.87,4.74,20.14,73.51,59.73,64.34,56.91,77.7,53.88
MSB,Bird,21658,Bubo virginianus pallescens,92007,United States,New Mexico,Hwy 62-180 at Rattlesnake Spring Road,11/19/1999,32.5236578,-104.0240478,1041.3,pal ,adult,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98,2.67,18.26,16.19,4.2,12.23,7.98,0.23,5.39,12.48,2.2,7.15,28.62,3.72,18.81,22.97,0.65,13.75,65.59,61.36,72.59,60.7,68.85,74.59
MSB,Bird,8497,Bubo virginianus pallescens,98979,United States,New Mexico,Hwy. between Silver City & Lordsburg,11/20/1990,32.5358409,-108.3560066,1779.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,8227,Bubo virginianus pallescens,98979,United States,New Mexico,Greenwood Canyon near Mangus Springs,2/8/1965,32.5358409,-108.3560066,1779.5,pal,adult,F,50.7,3.65,25.89,62.33,3.58,29.84,68.66,3.75,27.94,65.41,3.93,26.69,58.19,4,26.73,65.14,4.35,27.57,19.87,17.78,12.59,15.57,15.78,14.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.21,3.57,12.07,15.65,5.91,15.6,11.2,2.78,7.97,12.12,1.91,9.19,10.24,1.97,8.45,10.46,1.72,5.64,75.4,72.9,89.71,90.01,88.54,62.85
MSB,Bird,23272,Bubo virginianus,1197,United States,New Mexico,McMillan Dam,5/27/2002,32.5951138,-104.3471794,997.7,oth,chick,M,33.9,4.19,24.51,38.89,7.26,22.14,37.33,6.53,23.92,40.16,6.98,24.21,32.38,6.28,22.48,35.98,6.21,21.76,31.34,30.81,36.65,35.22,44.41,33.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.35,4.92,12.21,28.79,6.42,17,26.82,4.89,14.59,31.06,7.89,25.74,24.15,3.74,14.16,22.29,7.17,13.23,92.54,63.22,47.27,55.3,45.14,49.52
MSB,Bird,20993,Bubo virginianus pallescens,6738,United States,New Mexico,Seven Rivers; 2 mi E,1/2/1999,32.5951138,-104.3873372,991.2,pal,adult,F,68.1,4.94,22.85,64.6,4.45,18.92,63.83,4.58,17.97,71.89,4.45,22.51,72.14,3.43,22.45,66.86,6.07,18.58,10.65,21.98,12.01,10.6,15.4,17.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.81,3.42,12.45,17.81,3.73,10.21,22.32,4.07,11.89,19.96,3,10.43,23.46,3.15,4.94,22.16,4.49,8.83,73.73,76.6,59.34,50.14,78.33,77.24
MSB,Bird,24306,Bubo virginianus pinorum,7918,United States,New Mexico,"Hobbs, Ca. 15 miles west-south-west",11/20/2003,32.6193088,-103.3738986,1113.1,pin,immature,M,71.07,5.16,24.97,71.13,3.09,29.04,71.39,5.88,23.41,78.07,3.94,22.55,76.46,2.41,26.28,76.15,1.71,27.84,11.21,11.91,7.85,12.71,16.28,9.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,4.72,19.3,6.29,0.69,5.1,5.87,0.67,4.82,5.38,0.89,3.21,13.23,2.29,11.57,18.55,1.62,11.17,92.27,90.24,82.94,77.96,79.93,75.87
MSB,Bird,18747,Bubo virginianus pinorum,11536,United States,New Mexico,Silver City; 14 mi. SW,10/4/1994,32.6264171,-108.4503611,2009.2,pin,adult,M,50.21,1.49,21.01,66.93,0.97,21.46,62.25,6.45,23.92,50.07,1.84,18.3,67.36,2.45,25.93,57.84,4.9,19.69,28.87,18.24,23.04,23.23,15.31,19.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06,2.43,5.59,7.64,1.61,5.28,9.64,2.28,6.38,8.46,3.46,7.49,7.58,1.76,4.44,6.29,0.69,5.1,103.37,96.06,87.52,116.81,94.4,94.08
MSB,Bird,24253,Bubo virginianus pallescens x Bubo virginianus pinorum,3773,United States,New Mexico,"Lakewood, West side of Lake McMillan",8/21/2003,32.6338817,-104.3615341,1000,hyb,adult,F,67.72,3.07,25.18,70.64,3.69,20.59,71.44,3.45,22.35,69.87,4.27,23.88,67.6,4.03,21.85,76.19,1.86,22.89,14.84,13.3,11.23,10.21,13.44,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.82,7.77,17.06,9.91,3.39,8.38,10.86,3.35,8.84,14.37,4.29,12.02,9.31,3.71,6.35,20.5,7.14,20.78,82.77,92.99,92.41,59.62,83.01,96.69
MSB,Bird,9334,Bubo virginianus subarcticus x Bubo virginianus lagophonus,10037,United States,New Mexico,Silver City; 5 mi. S,10/27/1958,32.6975167,-108.280323,1730.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,9983,Bubo virginianus,4828,United States,New Mexico,Hobbs,7/25/1993,32.70261,-103.1360474,1103.7,pal,adult,F,61.46,5.72,29.94,70.18,4.13,29.02,56.74,5.78,30.39,57.61,3.79,28.49,58.92,3.58,21.45,62.55,5.27,24.71,18.42,16.87,16.53,19.61,18.19,18.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,2.85,7.15,9.35,2.71,8.01,18.95,3.05,15.75,8.2,2.33,5.66,8.68,2.32,5.93,11.68,3.6,7.15,96,99.66,107.57,71.5,99.28,84.66
MSB,Bird,7596,Bubo virginianus pallescens,7195,United States,New Mexico,Silver City; 2 mi. S,4/13/1978,32.7410516,-108.280323,1805.4,pal,adult,M,49.7,2.9,22.92,60.04,4.59,26.1,58.85,4.84,24.2,43.63,4.78,27.28,41.52,3.81,26.04,56.27,0.53,24.39,30.84,21,20.02,32.45,32.62,35.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.45,4.27,7.34,17.14,2.34,16.7,14.75,7.74,12.4,18.74,5.82,14.85,14.66,2.12,12.97,18.92,5.35,19.4,82.55,70.06,82.28,91.97,95.88,82.01
MSB,Bird,18748,Bubo virginianus pinorum,9019,United States,New Mexico,Silver City; 4 mi. W,10/17/1992,32.7700748,-108.3490288,1923.7,pin,adult,F,39.96,4.77,13.98,37.61,1.48,16.61,37.06,4.51,15.86,42.77,0.61,19.08,41.2,3.3,4.52,34.81,5.5,5.36,43.99,16.65,35.65,32.75,40.58,38.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79,3.06,5.46,8.61,1.61,5.84,7.19,2.41,4.28,22.61,2.03,12.77,5.06,1.42,3.08,38.01,6.11,5.11,87.16,77.88,112.38,51.14,107.57,64.98
MSB,Bird,18028,Bubo virginianus pinorum,542,United States,New Mexico,Harry McAdams State Park,11/21/1994,32.7742844,-103.2040939,1125.2,pin,adult,M,28.76,2.12,16.6,25.5,5.62,19.79,34.21,2.47,18.25,35.47,5.28,14.77,40.7,5.85,29.21,44.63,9.99,22.06,46.49,56.59,55.18,45.97,28.98,46.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.38,3.37,8.62,10.59,4.64,9.68,8.68,2.32,5.93,6.86,2.9,4.9,10.74,3.64,6.91,6.73,1.51,4.73,72.35,87.22,98.33,86.44,95.35,87.49
MSB,Bird,24305,Bubo virginianus lagophonus,6772.119552,United States,New Mexico,Silver City,2/17/2004,32.7794762,-108.2749023,1807.1,pin,adult,M,31.73,4.59,21.24,50.39,1.69,23.82,37.01,7.34,17.09,50.54,2.67,24.85,51.43,1.24,22.97,48.09,6.66,15.8,45.92,45.7,51.05,21.13,26.76,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.45,4.34,11.8,6.48,2.67,5.35,4.74,1.25,3.5,3.65,0.72,2.27,6.3,1.46,4.47,4.68,0.71,3.44,92.87,116.93,114.73,123.62,101.83,113.67
MSB,Bird,18900,Bubo virginianus pinorum,14495.97369,United States,Arizona,"Casa Grande; 17 mi. W, 5 mi. S",10/27/1994,32.8069463,-112.0497059,495.9,pin,adult,F,69.46,3.77,23.78,73.84,4.96,30.39,66.76,4.75,24.35,66.67,4.73,28.66,62.83,6.97,32.9,70.14,4.86,27.36,12.18,15.21,16.26,12.58,19.96,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.36,2.53,9.42,7.57,0.91,5.19,13.98,1.86,9.53,10.58,1.41,7.64,14.02,4.34,6.52,13.05,1.89,9.4,82.79,73.35,101.44,94.52,79.57,78.39
MSB,Bird,8226,Bubo virginianus,4060,United States,New Mexico,Silver City; 8 mi. north at Fort Bayard,4/12/1975,32.8137513,-108.1763495,1903.9,,chick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,23256,Bubo virginianus pallescens,8047,United States,New Mexico,Artesia,4/10/2002,32.8423309,-104.4032974,1030.1,pal,adult,M,72.72,3.48,25.88,73.47,3.36,26.81,67.73,4.08,29.59,57.64,4.23,29.42,62.93,3.88,27.26,65.85,3.71,28.47,12.82,11.37,13.32,19.19,16.07,16.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.47,3.68,15.03,23.49,5.68,14.27,17.69,3.22,9.08,8.69,3.18,5.12,13.25,3.11,10.62,17.21,1.65,11.01,66.9,73.03,79.65,73.69,85.96,80.42
